台湾频道,#genre#
寰宇新聞台灣台,http://106.107.242.191:50007/li-4gtv-4gtv156/index.m3u8
寰宇財經,http://106.107.242.191:50007/li-4gtv-4gtv158/index.m3u8
綜合其他,#genre#
TVBS HD,http://106.107.242.191:50007/li-4gtv-4gtv073/index.m3u8
音樂綜藝,#genre#
民視綜藝,http://106.107.242.191:50007/li-4gtv-4gtv004/index.m3u8
豬哥亮歌廳秀,http://106.107.242.191:50007/li-4gtv-4gtv006/index.m3u8
綜合其他,#genre#
靖天育樂,http://106.107.242.191:50007/li-4gtv-4gtv062/index.m3u8
靖天國際,http://106.107.242.191:50007/li-4gtv-4gtv063/index.m3u8
靖天歡樂,http://106.107.242.191:50007/li-4gtv-4gtv054/index.m3u8
靖天資訊,http://106.107.242.191:50007/li-4gtv-4gtv065/index.m3u8
音樂綜藝,#genre#
TVBS歡樂台,http://106.107.242.191:50007/li-4gtv-4gtv068/index.m3u8
綜合其他,#genre#
韓國娛樂台,http://106.107.242.191:50007/li-4gtv-4gtv016/index.m3u8
音樂綜藝,#genre#
Trace Urban,http://106.107.242.191:50007/li-4gtv-4gtv082/index.m3u8
MEZZO LIVE HD,http://106.107.242.191:50007/li-4gtv-4gtv083/index.m3u8
CLASSICA 古典樂,http://106.107.242.191:50007/li-4gtv-4gtv059/index.m3u8
體育競技,#genre#
TRACE Sport Stars,http://106.107.242.191:50007/li-4gtv-4gtv077/index.m3u8
智林體育,http://106.107.242.191:50007/li-4gtv-4gtv101/index.m3u8
時尚運動X,http://106.107.242.191:50007/li-4gtv-4gtv014/index.m3u8
GINX Esports TV,http://106.107.242.191:50007/li-4gtv-4gtv053/index.m3u8
生活旅遊,#genre#
民視旅遊,http://106.107.242.191:50007/li-litv-ftv07/index.m3u8
亞洲旅遊,http://106.107.242.191:50007/li-4gtv-4gtv076/index.m3u8
電影戲劇,#genre#
公視戲劇,http://106.107.242.191:50007/li-4gtv-4gtv042/index.m3u8
民視影劇,http://106.107.242.191:50007/li-litv-ftv09/index.m3u8
音樂綜藝,#genre#
八大精彩,http://106.107.242.191:50007/li-4gtv-4gtv034/index.m3u8
電影戲劇,#genre#
靖天戲劇,http://106.107.242.191:50007/li-4gtv-4gtv058/index.m3u8
靖洋戲劇,http://106.107.242.191:50007/li-4gtv-4gtv045/index.m3u8
紀實探索,#genre#
視納華仁紀實頻道,http://106.107.242.191:50007/li-4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://106.107.242.191:50007/li-litv-ftv15/index.m3u8
電影戲劇,#genre#
采昌影劇,http://106.107.242.191:50007/li-4gtv-4gtv049/index.m3u8
靖天映畫,http://106.107.242.191:50007/li-4gtv-4gtv055/index.m3u8
靖天電影,http://106.107.242.191:50007/li-4gtv-4gtv061/index.m3u8
影迷數位電影台,http://106.107.242.191:50007/li-4gtv-4gtv011/index.m3u8
amc 電影台,http://106.107.242.191:50007/li-4gtv-4gtv017/index.m3u8
綜合其他,#genre#
好消息,http://106.107.242.191:50007/li-litv-ftv16/index.m3u8
好消息2台,http://106.107.242.191:50007/li-litv-ftv17/index.m3u8
新聞財經,#genre#
半島國際新聞台,http://106.107.242.191:50007/li-litv-ftv10/index.m3u8
VOA 美國之音,http://106.107.242.191:50007/li-litv-ftv03/index.m3u8
綜合其他,#genre#
國會頻道1,http://106.107.242.191:50007/li-4gtv-4gtv084/index.m3u8
國會頻道2,http://106.107.242.191:50007/li-4gtv-4gtv085/index.m3u8
電影戲劇,#genre#
台灣戲劇台,http://106.107.242.191:50007/li-litv-longturn22/index.m3u8
生活旅遊,#genre#
Smart知識台,http://106.107.242.191:50007/li-litv-longturn19/index.m3u8
新聞財經,#genre#
台視新聞台,http://106.107.242.191:50007/li-4gtv-4gtv051/index.m3u8
綜合其他,#genre#
台視HD,http://106.107.242.191:50007/li-4gtv-4gtv066/index.m3u8
新聞財經,#genre#
第1商業台,http://106.107.242.191:50007/li-4gtv-4gtv104/index.m3u8
台視新聞台,http://106.107.242.191:50007/4gtv-4gtv051/index.m3u8
綜合其他,#genre#
台視HD,http://106.107.242.191:50007/4gtv-4gtv066/index.m3u8
中視,http://106.107.242.191:50007/of-4gtv-4gtv040/index.m3u8
新聞財經,#genre#
中視新聞台,http://106.107.242.191:50007/of-4gtv-4gtv074/index.m3u8
綜合其他,#genre#
華視,http://106.107.242.191:50007/of-4gtv-4gtv041/index.m3u8
新聞財經,#genre#
中天新聞台,http://106.107.242.191:50007/of-4gtv-4gtv009/index.m3u8
寰宇新聞,http://106.107.242.191:50007/of-litv-longturn14/index.m3u8
寰宇新聞台灣台,http://106.107.242.191:50007/of-4gtv-4gtv156/index.m3u8
寰宇財經,http://106.107.242.191:50007/of-4gtv-4gtv158/index.m3u8
生活旅遊,#genre#
亞洲旅遊,http://106.107.242.191:50007/of-4gtv-4gtv076/index.m3u8
綜合其他,#genre#
好消息,http://106.107.242.191:50007/of-litv-ftv16/index.m3u8
好消息2台,http://106.107.242.191:50007/of-litv-ftv17/index.m3u8
國會頻道1,http://106.107.242.191:50007/of-4gtv-4gtv084/index.m3u8
國會頻道2,http://106.107.242.191:50007/of-4gtv-4gtv085/index.m3u8
電影戲劇,#genre#
台灣戲劇台,http://106.107.242.191:50007/litv-longturn22/index.m3u8
生活旅遊,#genre#
Smart知識台,http://106.107.242.191:50007/litv-longturn19/index.m3u8
新聞財經,#genre#
第1商業台,http://106.107.242.191:50007/4gtv-4gtv104/index.m3u8
三立iNEWS,http://106.107.242.191:50007/iNEWS/index.m3u8
兒童卡通,#genre#
ELTV生活英語台,http://106.107.242.191:50007/of-litv-longturn20/index.m3u8
電影戲劇,#genre#
龍華洋片,http://106.107.242.191:50007/litv-longturn02/index.m3u8
兒童卡通,#genre#
龍華卡通,http://106.107.242.191:50007/litv-longturn01/index.m3u8
電影戲劇,#genre#
龍華電影,http://106.107.242.191:50007/litv-longturn03/index.m3u8
龍華日韓,http://106.107.242.191:50007/litv-longturn11/index.m3u8
龍華偶像,http://106.107.242.191:50007/litv-longturn12/index.m3u8
龍華戲劇,http://106.107.242.191:50007/litv-longturn18/index.m3u8
龍華經典,http://106.107.242.191:50007/litv-longturn21/index.m3u8
新聞財經,#genre#
倪珍播新聞,http://106.107.242.191:50007/nnews-zh/index.m3u8
倪珍英語新聞,http://106.107.242.191:50007/nnews-en/index.m3u8
倪珍越語新聞,http://106.107.242.191:50007/nnews-vn/index.m3u8
中国,#genre#
中国|CCTV-1 综合,http://smt.iptv543.com/Smart.php?id=cctv1
中国|CCTV-2 财经,http://smt.iptv543.com/Smart.php?id=cctv2
中国|CCTV-3 综艺,http://smt.iptv543.com/Smart.php?id=cctv3
中国|CCTV-4 中文国际,http://smt.iptv543.com/Smart.php?id=Cctv4
中国|CCTV-4 中文国际,http://smt.iptv543.com/Smart.php?id=cctv4
中国|CCTV-5 体育,http://smt.iptv543.com/Smart.php?id=cctv5
中国|CCTV-6 电影,http://smt.iptv543.com/Smart.php?id=cctv6
中国|CCTV-7 国防军事,http://smt.iptv543.com/Smart.php?id=cctv7
中国|CCTV-8 电视剧,http://smt.iptv543.com/Smart.php?id=cctv8hd
中国|CCTV-9 记录,http://smt.iptv543.com/Smart.php?id=cctv9hd
中国|CCTV-10 科教,http://smt.iptv543.com/Smart.php?id=cctv10hd
中国|CCTV-11 戏曲,http://smt.iptv543.com/Smart.php?id=cctv11
中国|CCTV-12 社会与法,http://smt.iptv543.com/Smart.php?id=cctv12
中国|CCTV-13 新闻,http://smt.iptv543.com/Smart.php?id=cctv13
中国|CCTV-14 少儿,http://smt.iptv543.com/Smart.php?id=cctv14
中国|CCTV-15 音乐,http://smt.iptv543.com/Smart.php?id=cctv15
中国|CCTV-16 奥林匹克,http://smt.iptv543.com/Smart.php?id=cctv16
中国|CCTV-17 农业农村,http://smt.iptv543.com/Smart.php?id=cctv17
中国|CCTV-5+ 体育赛事,http://smt.iptv543.com/Smart.php?id=cctv5plus
中国|湖南卫视,http://smt.iptv543.com/Smart.php?id=hunan_twn
中国|浙江卫视,http://smt.iptv543.com/Smart.php?id=zhejiang_twn
中国|江苏卫视,http://smt.iptv543.com/Smart.php?id=jiangsu_twn
中国|东方卫视,http://smt.iptv543.com/Smart.php?id=dongfangweishi_twn
中国|北京卫视,http://smt.iptv543.com/Smart.php?id=beijing
中国|深圳卫视,http://smt.iptv543.com/Smart.php?id=shenzhen
中国|广东卫视,http://smt.iptv543.com/Smart.php?id=guangdongweishi_twn
中国|大湾区卫视,http://smt.iptv543.com/Smart.php?id=nanfang_twn
中国|珠江台,http://smt.iptv543.com/Smart.php?id=zhujiang
中国|东南卫视,http://smt.iptv543.com/Smart.php?id=fujian
中国|广西卫视,http://smt.iptv543.com/Smart.php?id=guangxi
中国|湖北卫视,http://smt.iptv543.com/Smart.php?id=hubei
中国|四川卫视,http://smt.iptv543.com/Smart.php?id=sichuan_twn
中国|CGTN,http://smt.iptv543.com/Smart.php?id=CGTN
香港,#genre#
香港|凤凰中文,http://smt.iptv543.com/Smart.php?id=phoenixtv_hd
香港|凤凰资讯,http://smt.iptv543.com/Smart.php?id=phoenixinfo_hd
香港|凤凰香港,http://smt.iptv543.com/Smart.php?id=hkphoenix_twn
香港|翡翠台,http://smt.iptv543.com/Smart.php?id=jade_twn
香港|翡翠台,http://smt.iptv543.com/Smart.php?id=Jade_xue
香港|明珠台,http://smt.iptv543.com/Smart.php?id=pearl_twn
香港|无线新闻,http://smt.iptv543.com/Smart.php?id=inews_twn
香港|TVBPLUS,http://smt.iptv543.com/Smart.php?id=j2_twn
香港|ViuTV,http://smt.iptv543.com/Smart.php?id=viu1_twn
香港|ViuTV 6,http://smt.iptv543.com/Smart.php?id=viusix_twn
香港|RTHK 31,http://smt.iptv543.com/Smart.php?id=rhk31_twn
香港|RTHK 32,http://smt.iptv543.com/Smart.php?id=rhk32_twn
香港|HOY TV,http://smt.iptv543.com/Smart.php?id=hoycaijing_twn
台湾,#genre#
台湾|台视 HD,http://smt.iptv543.com/Smart.php?id=ttv_taiwan
台湾|台视新闻,http://smt.iptv543.com/Smart.php?id=ttvnews_twn
台湾|台视综合,http://smt.iptv543.com/Smart.php?id=ttvzhonghe
台湾|中视 HD,http://smt.iptv543.com/Smart.php?id=zhongshihd_twn
台湾|中视新闻,http://smt.iptv543.com/Smart.php?id=zhongshinews_twn
台湾|中视经典,http://smt.iptv543.com/Smart.php?id=zhongshi_twn
台湾|华视 HD,http://smt.iptv543.com/Smart.php?id=ctshd_twn
台湾|公视 HD,http://smt.iptv543.com/Smart.php?id=ctv_taiwan
台湾|公视台语台,http://smt.iptv543.com/Smart.php?id=ctv2_twn
台湾|三立台湾台,http://smt.iptv543.com/Smart.php?id=sanlitaiwan
台湾|三立都会台,http://smt.iptv543.com/Smart.php?id=sanlidouhui
台湾|三立综合台,http://smt.iptv543.com/Smart.php?id=sanlizhonghe
台湾|三立戏剧台,http://smt.iptv543.com/Smart.php?id=sanlixiju_twn
台湾|东森新闻台,http://smt.iptv543.com/Smart.php?id=ettvnews
台湾|东森财经新闻台,http://smt.iptv543.com/Smart.php?id=ettvcaijing_twn
台湾|东森综合台,http://smt.iptv543.com/Smart.php?id=ettvzhonghe
台湾|东森戏剧台,http://smt.iptv543.com/Smart.php?id=ettvdrama
台湾|东森电影台,http://smt.iptv543.com/Smart.php?id=ettvmovie
台湾|东森洋片台,http://smt.iptv543.com/Smart.php?id=ettvwestern
台湾|东森幼幼台,http://smt.iptv543.com/Smart.php?id=yoyo_twn
台湾|东森超视,http://smt.iptv543.com/Smart.php?id=ettvsuper
台湾|TVBS HD,http://smt.iptv543.com/Smart.php?id=tvbs
台湾|TVBS 新闻台,http://smt.iptv543.com/Smart.php?id=tvbs_n
台湾|TVBS 欢乐台,http://smt.iptv543.com/Smart.php?id=tvbshuanle_twn
台湾|民视 HD,http://smt.iptv543.com/Smart.php?id=ftvhd_taiwan
台湾|民视新闻台,http://smt.iptv543.com/Smart.php?id=ftvnew_taiwan
台湾|民视台湾台,http://smt.iptv543.com/Smart.php?id=ftvtaiwan_twn
台湾|中天综合,http://smt.iptv543.com/Smart.php?id=ctizhonghe
台湾|中天娱乐,http://smt.iptv543.com/Smart.php?id=ctient
台湾|中天亚洲,http://smt.iptv543.com/Smart.php?id=ctiasia_twn
台湾|中天新闻,http://smt.iptv543.com/Smart.php?id=ctinews
台湾|寰宇新闻台,http://smt.iptv543.com/Smart.php?id=huanyuxinwen_twn
台湾|寰宇财经台,http://smt.iptv543.com/Smart.php?id=huanyutaiwan_twn
台湾|八大第一台,http://smt.iptv543.com/Smart.php?id=badafirst
台湾|八大综合台,http://smt.iptv543.com/Smart.php?id=badazhonghe
台湾|八大戏剧台,http://smt.iptv543.com/Smart.php?id=badadrama
台湾|八大娱乐台,http://smt.iptv543.com/Smart.php?id=badaentertain
台湾|纬来体育,http://smt.iptv543.com/Smart.php?id=videolandsport
台湾|纬来精彩,http://smt.iptv543.com/Smart.php?id=videolandspecial_twn
台湾|纬来日本,http://smt.iptv543.com/Smart.php?id=videolandjapan
台湾|纬来电影,http://smt.iptv543.com/Smart.php?id=videolandmovie
台湾|纬来综合,http://smt.iptv543.com/Smart.php?id=videolandzonghe
台湾|纬来育乐,http://smt.iptv543.com/Smart.php?id=videolandyule
台湾|爱尔达综合台,http://smt.iptv543.com/Smart.php?id=eltazonghe_twn
台湾|爱尔达影剧台,http://smt.iptv543.com/Smart.php?id=eltayingju_twn
台湾|年代新闻,http://smt.iptv543.com/Smart.php?id=niandainews_twn
台湾|龙华戏剧,http://smt.iptv543.com/Smart.php?id=lunghuaxiju_twn
台湾|龙华偶像,http://smt.iptv543.com/Smart.php?id=lunghuaidol_twn
台湾|龙华电影,http://smt.iptv543.com/Smart.php?id=xingwei_movie
台湾|龙华洋片,http://smt.iptv543.com/Smart.php?id=lunghuawestern_twn
台湾|龙华经典,http://smt.iptv543.com/Smart.php?id=lunghuajingdian_twn
台湾|靖天国际,http://smt.iptv543.com/Smart.php?id=jingtianintl_twn
台湾|靖天卡通,http://smt.iptv543.com/Smart.php?id=jingtiancartoon_twn
台湾|大愛電視,http://smt.iptv543.com/Smart.php?id=daai_twn
台湾|大愛二台,http://smt.iptv543.com/Smart.php?id=daai2_twn
台湾|EYE 旅游台,http://smt.iptv543.com/Smart.php?id=eyetvtravel_twn
台湾|EYE 戏剧台,http://smt.iptv543.com/Smart.php?id=eyetvxiju_twn
台湾|亚洲美食,http://smt.iptv543.com/Smart.php?id=afc_twn
台湾|美食星球,http://smt.iptv543.com/Smart.php?id=foodplanet_twn
台湾|TLC旅遊生活,http://smt.iptv543.com/Smart.php?id=tlc_twn
台湾|亚洲旅游台,http://smt.iptv543.com/Smart.php?id=asiatravel_twn
台湾|Arirang,http://smt.iptv543.com/Smart.php?id=arirang_twn
台湾|AXN Taiwan,http://smt.iptv543.com/Smart.php?id=axn_twn
台湾|MTV Live,http://smt.iptv543.com/Smart.php?id=mtvhd_twn
台湾|HBO_HD,http://smt.iptv543.com/Smart.php?id=hbohd_twn
台湾|HBO_HITS,http://smt.iptv543.com/Smart.php?id=hbohit_twn
台湾|CINEMAX,http://smt.iptv543.com/Smart.php?id=cinemax_twn
台湾|好萊塢電影台,http://smt.iptv543.com/Smart.php?id=hollywoodmovies_twn
台湾|卫视电影台,http://smt.iptv543.com/Smart.php?id=weishimovie_twn
台湾|龙祥时代,http://smt.iptv543.com/Smart.php?id=lungxiangtime_twn
台湾|美亚电影,http://smt.iptv543.com/Smart.php?id=meiyamovie_twn
台湾|華藝綜合,http://smt.iptv543.com/Smart.php?id=weishichinese_twn
台湾|博斯运动一台,http://smt.iptv543.com/Smart.php?id=bosisport1_twn
台湾|博斯运动二台,http://smt.iptv543.com/Smart.php?id=bosisport2_twn
台湾|博斯高球一台,http://smt.iptv543.com/Smart.php?id=bosigolf1_twn
台湾|博斯高球二台,http://smt.iptv543.com/Smart.php?id=bosigolf2_twn
台湾|博斯网球台,http://smt.iptv543.com/Smart.php?id=bositennis_twn
台湾|博斯无限台,http://smt.iptv543.com/Smart.php?id=bosiunlimited_twn
台湾|好消息 2,http://smt.iptv543.com/Smart.php?id=good2_twn
新加坡,#genre#
新加坡|Channel 5,http://smt.iptv543.com/Smart.php?id=Channel5HD
新加坡|Channel 8,http://smt.iptv543.com/Smart.php?id=Channel8HD
新加坡|Suria,http://smt.iptv543.com/Smart.php?id=Suria
新加坡|Channel U,http://smt.iptv543.com/Smart.php?id=ChannelU
新加坡|Vasantham,http://smt.iptv543.com/Smart.php?id=Vasantham
新加坡|CNA,http://smt.iptv543.com/Smart.php?id=cna
新加坡|CNA backup,http://smt.iptv543.com/Smart.php?id=cna_twn
新加坡|MeWatch Ch 5,http://smt.iptv543.com/Smart.php?id=Mewatch_ch5
新加坡|MeWatch Ch 8,http://smt.iptv543.com/Smart.php?id=Mewatch_ch8
新加坡|MeWatch Ch U,http://smt.iptv543.com/Smart.php?id=Mewatch_chU
新加坡|MeWatch Suria,http://smt.iptv543.com/Smart.php?id=Mewatch_Suria
新加坡|MeWatch Vasantham,http://smt.iptv543.com/Smart.php?id=Mewatch_Vasantham
新加坡|MeWatch CNA,http://smt.iptv543.com/Smart.php?id=Mewatch_cna
马来西亚,#genre#
马来西亚|TV1,http://smt.iptv543.com/Smart.php?id=TV1
马来西亚|TV1 backup,http://smt.iptv543.com/Smart.php?id=TV1_backup
马来西亚|TV2,http://smt.iptv543.com/Smart.php?id=TV2
马来西亚|TV3,http://smt.iptv543.com/Smart.php?id=TV3
马来西亚|TV3 SD,http://smt.iptv543.com/Smart.php?id=TV3_mega
马来西亚|NTV7,http://smt.iptv543.com/Smart.php?id=NTV7
马来西亚|TV8,http://smt.iptv543.com/Smart.php?id=TV8
马来西亚|TV9,http://smt.iptv543.com/Smart.php?id=TV9
马来西亚|Ria,http://smt.iptv543.com/Smart.php?id=Ria
马来西亚|Ria-3,http://smt.iptv543.com/Smart.php?id=Ria_backup
马来西亚|Al-Hijrah,http://smt.iptv543.com/Smart.php?id=Alhijrah
马来西亚|Al-Hijrah backup,http://smt.iptv543.com/Smart.php?id=Alhijrah_backup
马来西亚|Awani,http://smt.iptv543.com/Smart.php?id=Awani
马来西亚|Bernama,http://smt.iptv543.com/Smart.php?id=Bernama
马来西亚|Prima,http://smt.iptv543.com/Smart.php?id=Prima
马来西亚|Prima backup,http://smt.iptv543.com/Smart.php?id=AAprima1
马来西亚|Prima backup 2,http://smt.iptv543.com/Smart.php?id=AAprima
马来西亚|Ceria,http://smt.iptv543.com/Smart.php?id=Ceria
马来西亚|Astro MTV,http://smt.iptv543.com/Smart.php?id=AstroMTV
马来西亚|Mecca Live HD,http://smt.iptv543.com/Smart.php?id=quran_mido
马来西亚|Madinah HD,http://smt.iptv543.com/Smart.php?id=sunnah_mido
马来西亚|Oasis,http://smt.iptv543.com/Smart.php?id=Oasis
马来西亚|HBO HD,http://smt.iptv543.com/Smart.php?id=Hbo
马来西亚|HBO Signature,http://smt.iptv543.com/Smart.php?id=Hbosignature
马来西亚|HBO Hits,http://smt.iptv543.com/Smart.php?id=Hbohitshd
马来西亚|NatGeo Wild HD,http://smt.iptv543.com/Smart.php?id=Natgeowild
马来西亚|Cartoon Network,http://smt.iptv543.com/Smart.php?id=Cn
马来西亚|Nickelodeon,http://smt.iptv543.com/Smart.php?id=Nickelodeon
马来西亚|Nick Jr,http://smt.iptv543.com/Smart.php?id=Nickjr
马来西亚|Dreamworks,http://smt.iptv543.com/Smart.php?id=Dreamworks
马来西亚|Siar,http://smt.iptv543.com/Smart.php?id=Siar
马来西亚|Citra,http://smt.iptv543.com/Smart.php?id=AAcitra
马来西亚|Citra backup,http://smt.iptv543.com/Smart.php?id=AAcitra1
马来西亚|Sensasi,http://smt.iptv543.com/Smart.php?id=Sensasi
马来西亚|Aura,http://smt.iptv543.com/Smart.php?id=Aura
马来西亚|Rania,http://smt.iptv543.com/Smart.php?id=Rania
马来西亚|KBS World,http://smt.iptv543.com/Smart.php?id=KBS
马来西亚|Boo,http://smt.iptv543.com/Smart.php?id=Boo
马来西亚|Awesome TV,http://smt.iptv543.com/Smart.php?id=Dsangat
马来西亚|Astro Sonypix,http://smt.iptv543.com/Smart.php?id=Asonypix
马来西亚|Sony HD,http://smt.iptv543.com/Smart.php?id=SetOne
马来西亚|TvN,http://smt.iptv543.com/Smart.php?id=TVN
马来西亚|AEC,http://smt.iptv543.com/Smart.php?id=AEC
马来西亚|华丽台 HD （Wah Lai Toi）,http://smt.iptv543.com/Smart.php?id=Wlt
马来西亚|欢喜台 HD （Hua Hee Tai）,http://smt.iptv543.com/Smart.php?id=Huahee
马来西亚|Astro QJ,http://smt.iptv543.com/Smart.php?id=Quanjia
马来西亚|TVB Jade,http://smt.iptv543.com/Smart.php?id=Tvbjade
马来西亚|TVB Asia,http://smt.iptv543.com/Smart.php?id=Tvbasia
马来西亚|TVB Entertainment,http://smt.iptv543.com/Smart.php?id=Tvbentertainment
马来西亚|TVB Classic,http://smt.iptv543.com/Smart.php?id=Tvbclassic
马来西亚|AOD,http://smt.iptv543.com/Smart.php?id=Aodhd
马来西亚|One,http://smt.iptv543.com/Smart.php?id=One
马来西亚|TVB 星河台 Xing He,http://smt.iptv543.com/Smart.php?id=Xinhe
马来西亚|爱奇艺 iQiyi,http://smt.iptv543.com/Smart.php?id=Qiyi
马来西亚|Animal Planet (Eng),http://smt.iptv543.com/Smart.php?id=AnimalPlanet
马来西亚|tvN Movie,http://smt.iptv543.com/Smart.php?id=Tvnmovie
马来西亚|CNN backup,http://smt.iptv543.com/Smart.php?id=cnn_twn
马来西亚|Celestial Classic,http://smt.iptv543.com/Smart.php?id=Celestial2
马来西亚|CNBC,http://smt.iptv543.com/Smart.php?id=cnbc_twn
马来西亚|TLC,http://smt.iptv543.com/Smart.php?id=Tlc
马来西亚|CNA,http://smt.iptv543.com/Smart.php?id=cna
马来西亚|BBC World News,http://smt.iptv543.com/Smart.php?id=bbcnews_twn
马来西亚|Foodnetwork Hd,http://smt.iptv543.com/Smart.php?id=Foodnetwork
马来西亚|HGTV,http://smt.iptv543.com/Smart.php?id=HGTV
马来西亚|Goshop,http://smt.iptv543.com/Smart.php?id=Goshop
马来西亚|Celestial Movies HD,http://smt.iptv543.com/Smart.php?id=Celestial
马来西亚|Axn HD,http://smt.iptv543.com/Smart.php?id=Axn
马来西亚|Paramount Network,http://smt.iptv543.com/Smart.php?id=Paramountnetwork
马来西亚|Astrol Kplus,http://smt.iptv543.com/Smart.php?id=Kplus
马来西亚|AFC 亚洲旅游台,http://smt.iptv543.com/Smart.php?id=asiatravel_twn
马来西亚|Rock Actions,http://smt.iptv543.com/Smart.php?id=Rockaction
马来西亚|Bloomberg News,http://smt.iptv543.com/Smart.php?id=bloomberg_twn
马来西亚|Al-Jazeera,http://smt.iptv543.com/Smart.php?id=aljazeera_twn
马来西亚|Rock Entertainment,http://smt.iptv543.com/Smart.php?id=Rockentertain
马来西亚|RTM Sports HD,http://smt.iptv543.com/Smart.php?id=Rtmsport
马来西亚|Arena,http://smt.iptv543.com/Smart.php?id=Arena
马来西亚|Arena 2,http://smt.iptv543.com/Smart.php?id=Arena2
马来西亚|BolaArena 1,http://smt.iptv543.com/Smart.php?id=Bolaarena1
马来西亚|BolaArena 2,http://smt.iptv543.com/Smart.php?id=Bolaarena2
马来西亚|Astro LOL,http://smt.iptv543.com/Smart.php?id=Astro_lol
马来西亚|Astro Rusi,http://smt.iptv543.com/Smart.php?id=Rusi
马来西亚|WION,http://smt.iptv543.com/Smart.php?id=Wion
马来西亚|RTM Asean,http://smt.iptv543.com/Smart.php?id=Rtmasean
印度尼西亚,#genre#
印度尼西亚|TVRI National,http://smt.iptv543.com/Smart.php?id=TVRI
印度尼西亚|RCTI,http://smt.iptv543.com/Smart.php?id=Rcti
印度尼西亚|Kompass TV,http://smt.iptv543.com/Smart.php?id=Kompass
印度尼西亚|Berita Satu,http://smt.iptv543.com/Smart.php?id=BeritaSatu_eko
印度尼西亚|Indosiar HD,http://smt.iptv543.com/Smart.php?id=Indosiar
印度尼西亚|AnTV,http://smt.iptv543.com/Smart.php?id=Antv
印度尼西亚|MNC TV,http://smt.iptv543.com/Smart.php?id=Mnctv
印度尼西亚|Trans 7,http://smt.iptv543.com/Smart.php?id=Trans7_eko
印度尼西亚|Transtv,http://smt.iptv543.com/Smart.php?id=Transtv
印度尼西亚|JTV,http://smt.iptv543.com/Smart.php?id=JTV_eko
印度尼西亚|Metro TV,http://smt.iptv543.com/Smart.php?id=metrotv_eko
印度尼西亚|Cinemax,http://smt.iptv543.com/Smart.php?id=Cinemax
印度尼西亚|SCTV,http://smt.iptv543.com/Smart.php?id=SCTV
印度尼西亚|Tvone,http://smt.iptv543.com/Smart.php?id=Tvone
印度尼西亚|TVMU,http://smt.iptv543.com/Smart.php?id=TVMU_eko
印度尼西亚|GTV,http://smt.iptv543.com/Smart.php?id=Gtv
印度尼西亚|RTV,http://smt.iptv543.com/Smart.php?id=Rtv
印度尼西亚|Jak TV,http://smt.iptv543.com/Smart.php?id=JakTV
印度尼西亚|iNews TV,http://smt.iptv543.com/Smart.php?id=Inewstv
印度尼西亚|Daai TV,http://smt.iptv543.com/Smart.php?id=DaaiTV
印度尼西亚|Net TV,http://smt.iptv543.com/Smart.php?id=NetTV
印度尼西亚|Animax,http://smt.iptv543.com/Smart.php?id=Animax
印度尼西亚|EWTN,http://smt.iptv543.com/Smart.php?id=Ewtn
印度尼西亚|AlQuran AlKareem,http://smt.iptv543.com/Smart.php?id=AlQuran
印度尼西亚|Tawaf TV,http://smt.iptv543.com/Smart.php?id=TawafTV
印度尼西亚|Vision Prime,http://smt.iptv543.com/Smart.php?id=VisionPrime
印度尼西亚|Muslim TV,http://smt.iptv543.com/Smart.php?id=MuslimTV
印度尼西亚|Music TV,http://smt.iptv543.com/Smart.php?id=MusicTV
印度尼西亚|Lifestyle&amp;Fashion,http://smt.iptv543.com/Smart.php?id=Lifestyle
印度尼西亚|Entertain,http://smt.iptv543.com/Smart.php?id=Entertain
印度尼西亚|Hits,http://smt.iptv543.com/Smart.php?id=Hits
印度尼西亚|Warner TV,http://smt.iptv543.com/Smart.php?id=WarnerTV
印度尼西亚|SCM,http://smt.iptv543.com/Smart.php?id=Weishimovie
印度尼西亚|Thrill,http://smt.iptv543.com/Smart.php?id=Thrill
印度尼西亚|Fight Sports,http://smt.iptv543.com/Smart.php?id=Fs
印度尼西亚|Hits Movie,http://smt.iptv543.com/Smart.php?id=Hitsmovie
印度尼西亚|One,http://smt.iptv543.com/Smart.php?id=One
印度尼西亚|tvN Movie,http://smt.iptv543.com/Smart.php?id=Tvnmovie
印度尼西亚|Celestial Movies HD,http://smt.iptv543.com/Smart.php?id=Celestialindo
印度尼西亚|Rock Actions,http://smt.iptv543.com/Smart.php?id=Rockaction
印度尼西亚|Rock Entertainment,http://smt.iptv543.com/Smart.php?id=Rockentertain
印度,#genre#
印度|Sun TV HD,http://smt.iptv543.com/Smart.php?id=Suntv
印度|Star Vijay,http://smt.iptv543.com/Smart.php?id=Starvijay
印度|Colors Tamil,http://smt.iptv543.com/Smart.php?id=Colorstam
印度|Sun Music,http://smt.iptv543.com/Smart.php?id=Sunmusic
印度|Astro Sunlife,http://smt.iptv543.com/Smart.php?id=Sunlife
印度|Astro Vaanavil,http://smt.iptv543.com/Smart.php?id=Vaanavil
印度|Zee Tamil,http://smt.iptv543.com/Smart.php?id=Zeetamil
印度|Zee Business,http://smt.iptv543.com/Smart.php?id=Zeebusiness
印度|News 18 Tamil,http://smt.iptv543.com/Smart.php?id=news18tamil_raj
印度|Adithya,http://smt.iptv543.com/Smart.php?id=Adithya
印度|Makkal TV,http://smt.iptv543.com/Smart.php?id=Makkaltv
